Workout Date,Tag,Workout Header,Workout Full Details,Comments
"Tuesday, June 11th, 2019",Completed,BIKE WORK TRICEP LOCK OUT WORK AND SHOULDER ACCESSORY,"A TRICEP SERIES:
12 ALT SKULL CRUSHER DBS...RESTING ARM IS IN STRETCH POSTION
12 TATE PRESS
12 PUSH UPS FEET ELEVATED ON SWISS BALL
REST 2 MINS 
X 5 SETS
Results: Skull - 20lbs (failed at 9 on the last set)
Tate - 20lbs ub 
12 pu - ub

B Powell Raise:
5 SETS OF 6
WORKING 3 SEC NEGATIVES 
REST IS OTHER ARM WORKING
Results: Need to focus on rhomboids. Started at 10lbs for 2, dropped to 3lbs to find the muscles and then moved up to 5lbs for the last set

C Standing Dumbbell External Rotation:
3 SETS OF 6 
REST 1 MIN
Results: 5lb x 2 sets
7.5 x 1 set
Mobility felt good

D Side Plank Rotations:
3 SETS OF 10
Results: Totally missed these

E Single Arm Elbow on Knee External Rotation:
3 SETS OF 10
WORKING 3 SEC NEGATIVES KEEP SCULA DOWN
Results: 5lb x 1 set
7.5lb x 2 sets

F BIKE WORK THRESHOLD STYLE:
30 MINS 
30 SEC TRYING TO KEEP 61-63RPM
30 SEC AT 48-50 RPM
Results: Done - burned 288 cal, rode over 10 miles

",No comments
"Monday, June 10th, 2019",Completed,Rest day,,
"Sunday, June 9th, 2019",Completed,Workout,"A Walk bike move 45-60 mins:

Results: Walk move played frisbee.

",No comments
"Saturday, June 8th, 2019",Completed,Rest day,,
"Friday, June 7th, 2019",Completed,Workout,"A 3-Position Snatch (floor,knee, mid-thigh):
70% x3sets of 2 reps
75% x3sets of 3 reps
Results: 150
160

Working off 215 max

B Snatch Pull:
93% x5sets of 5 reps
Results: 200. Done

C Behind the Neck Snatch Grip Push Press:
75% x5sets of 5 reps
Results: Was weary to do these at 75%. I’ve never done these before so I started slow

95/115/135/145/145

D Deadlift:
65% x5 sets of 1 rep
70% x5sets of 1 rep
75% x4sets of 1 rep
80% x3sets of 2 reps
ALL REST 2 MINS HIT MOBILITY 
WORK DEADS BUILD UP LOAD WORK FORM WORK FEET AND HAMSTRING LOADING
Results: 

E LEG CURLS:
4 SETS OF
REP 1 HOLD 20 SECONDS
REPS 2-7 WORK 4 SEC NEGATIVE
REST 8-15 NORMAL TEMPO
REST 90 SECONDS
Results: 50/70/70/90. Oooooh ya!

",No comments
"Thursday, June 6th, 2019",Completed,Workout,"A Back Squat WORK TO 1 RM:
WORK TO A 1 RM BACK SQUAT
Results: 135/225/275/316/365/385/405

B REST 10 MINS:

Results: Done

C 85% OF PART A FOR AMRAP:

Results: 345x3 - I felt surprisingly stiff here after 10 min

D BANDED PUSH UPS SUPERSET WITH INCLINE CHEST PRESS:
5 SETS OF 
12 BANDED PUSH UPS 
8 INCLINE MACHINE PRESS
X 7 SETS
Results: Green band and 45 lb plate on each side x 7

E REST 10 MINS:
WARM UP ROW SETS INCREASING EFFORTS TO BE READY FOR F.
Results: Done

F Row 30/30 HARD TEST:
30 SEC MAX DISTANCE
REST 30 SEC
X 4 SETS
Results: 155 - 136.7
154 - 1:37.4
154 - 1:37.4
155 - 136.7

G IRON SCAP:

Results: Done, Blue and Yellow Bands

",Jud Dean: good 3 is great and confirms a good amout that we thought about your muscles solid and nice 405 coming off not feeling that great sweet!!!
"Wednesday, June 5th, 2019",Completed,Rest day,,
"Tuesday, June 4th, 2019",Missed,Hspu and snatch high pulls,"A Hspu and snatch high pull:
6 to 8 strict hspu 
Rest 30-45 sec 
10-12 lat pull downs 
Rest 60-90 secodns 
x 8 sets
Results: 

B ring pull ups 30 L pull ups:
for time
Results: 

C Prone incline rear delts:
5 sets of 12 
Rest 1 min
Results: 

D shoulder band series:
band up wall 8 reps
band wall walk shoudlers 8 up down
pike touches 8 
banded side raises 8 reps
powell raises 8 reps
elbow on knee ext rotatoin 8 reps
sleeper strech shoudler mobilty 2 mins
x 3 sets
Results: 

",No comments
"Monday, June 3rd, 2019",Missed,same as paul,"A 4 sets:
25 banded kb swings 
12-15 hamstring curls
12-15 lay back abs
12-15 decline abs
12-15 bb hip thrust
rest 2-3 min
Results: 

B for time so warm up and select wts:
21 squat cleans light wt 135
40 cal row
100 doubles 
15 squat cleans moderate approx 185
30 ski
75 doubes
9 squat clean heavier approx 225
20 cal bike
50 doubles
Results: 

",No comments
"Sunday, June 2nd, 2019",Completed,BIKE WORK TRICEP LOCK OUT WORK AND SHOULDER ACCESSORY,"A TRICEP SERIES:
12 ALT SKULL CRUSHER DBS...RESTING ARM IS IN STRETCH POSTION
12 TATE PRESS
12 PUSH UPS FEET ELEVATED ON SWISS BALL
REST 2 MINS 
X 5 SETS
Results: 

B Powell Raise:
5 SETS OF 6
WORKING 3 SEC NEGATIVES 
REST IS OTHER ARM WORKING
Results: 

C Standing Dumbbell External Rotation:
3 SETS OF 6 
REST 1 MIN
Results: 

D Side Plank Rotations:
3 SETS OF 10
Results: 

E Single Arm Elbow on Knee External Rotation:
3 SETS OF 10
WORKING 3 SEC NEGATIVES KEEP SCULA DOWN
Results: 

F BIKE WORK THRESHOLD STYLE:
30 MINS 
30 SEC TRYING TO KEEP 61-63RPM
30 SEC AT 48-50 RPM
Results: 

","Todd Roselle: I am still not feeling well last two nights have been horrible sleep (even though I was in bed for 9+ hrs each night). No drinks this weekend. Food has been pretty good too. 

Mostly rested today in hopes of feeling better. I do plan to do my normal workouts this week. I wanted to do today as well, but my body was telling me to rest.
Jud Dean: OK MY MAN HOPEFULLY THIS PASSES SOON AND WE CAN ALIGN THE WORKOUTS WITH SUMMER ROUTINE PAL. WILL GET BACK ON TRACK ONCE YOU ARE FEELING BETTER"
"Saturday, June 1st, 2019",Completed,Rest day,,
"Friday, May 31st, 2019",Completed,IN 20 LB VEST,"A 10 SETS OF:
200 METER RUN
6 STRICT PULL UPS 
8 WALL BALL 20lbs
12 PUSH UPS 
12 AIR SQUATS 
2 strict hspu
REST 1 MIN
EACH SET INCREASING EFFORT SO TRYING TO GO FASTER EACH SET
Results: 2:56
2:51
2:36
2:41
2:43
2:41
2:40
2:56
3:06
3:03
Total time 37:11
All hspu and wallball were ub
Pull ups were all ub except round 9/10 were 3/3

B 1 arm plate loaded row:
6 sets of 12-15
rest 1 min
Results: No equip at Unlocked

C standing 1/4 squat cable row:
5 sets of 20
rest 1 min
Results: Wrapped the green band around the rig
5x20

","Jud Dean: PLATE LOADED JUST SUB 1 ARM DB ROW HOLDING ON TO BOX OR RIG GOOD MAN!
NOT BAD WENT OUT A LITTLE HOT HARD TO LEARN TO PACE THAT ONE AS WT VEST CHANGES WHAT THE BRAIN AND BODY FEEL"
"Thursday, May 30th, 2019",Missed,SAME AS VINCE,"A Back Squat WORK TO 1 RM:
WORK TO A 1 RM BACK SQUAT
Results: 

B REST 10 MINS:

Results: 

C 85% OF PART A FOR AMRAP:

Results: 

D BANDED PUSH UPS SUPERSET WITH INCLINE CHEST PRESS:
5 SETS OF 
12 BANDED PUSH UPS 
8 INCLINE MACHINE PRESS
X 7 SETS
Results: 

E REST 10 MINS:
WARM UP ROW SETS INCREASING EFFORTS TO BE READY FOR F.
Results: 

F Row 30/30 HARD TEST:
30 SEC MAX DISTANCE
REST 30 SEC
X 4 SETS
Results: 

G IRON SCAP:

Results: 

",Todd Roselle: First Tuesday/Thursday session missed since I started because I didn't feel good.
"Wednesday, May 29th, 2019",Completed,Rest day,,
"Tuesday, May 28th, 2019",Completed,sustainable work should be close to 1:1 work to rest so think that pace as you learn,"A every 10 mins x 6 sets:
1 mile bike
5 pwr snatch 155 singles 
20 air squats 
5 thrusters 155
40 doubles 
rest to the 10 min mark go again
Results: 4:43
4:33
4:37
4:30
4:29
4:43

B iron scap:

Results: Blue and Purple

",No comments
"Monday, May 27th, 2019",Completed,walk hike bike outside play,"A 45 mins to 1 hr:

Results: Done

",No comments
"Sunday, May 26th, 2019",Completed,Workout,"A 20MIN EMOM:
ODD: 5 clean and jerk build load 135 up if you can
EVEN: 15 BOX JUMP STEP DOWN
Results: All UB. 135 for all. Wrist/hand was tender but got through it

B Half Kneeling Arnold Press:
5 SETS OF 6-8
REST 60-90- SECONDS
Results: 30/35/40/45/50

C Back Squats:
5 sets of 5 working 50% buidling to tough 5s 
superset with glute ham raises x 5 
rest 2 mins work mobilty on rest
Results: 205/245/285/315/345

D cardio choice zone 1 15 mins:

Results: Walked 15

","Jud Dean: nice arnold press man!!! 50s sweet!!!
glad wrist is doing better my man
Todd Roselle: 👍👍Thank you sir!! Great weekend workouts!
Jud Dean: PUMPED YOU GUYS HAD A GREAT WEEKEND SSEE YOU TUESDAY!"
"Saturday, May 25th, 2019",Completed,Workout,"A 7 sets of:
50 double unders
10 ctb
rest 2 mins
Results: Done. All unbroken. CTB got tough.  Didn’t drop off

B seated cable row:
5 sets of 12-15
rest 1 min
Results: Wide grip - 140x12
Got the close grip attachment back from a fatty who didn’t know what they were doing
Close grip - 140x12, 160x3

C T Bar Row:
lock and loads
10 reps add wt
8 reps add wt
6 reps decreas wt
8 reps decrease wt
10 reps
rest 2 mins 
x 2 sets
Results: Ouch!
45 lb plate/ added 35/ added 25 x1
45 lb plate/ added 25/ added 10 x1

D rear delt machine:
3 sets of 30
rest 1 min
Results: 55x30
40x20/5/5 - slowed down the reps to really get the squeeze in the rear delt
40x20/10

",Jud Dean: GREAT PULL DAY AND YEAH MAN!! PERFECT FEEL THA MUSCLE ITS A GAME CHANGER
"Friday, May 24th, 2019",Completed,Rest day,,
"Thursday, May 23rd, 2019",Completed,4 10 min parts all walking rest between them,"A 10min 85%:
150 ski 
4 bar facing burpee
8 OHS 65LBS
Results: 6+75

B 5 min BIKE EASY:

Results: Done

C 10 min 85%:
20 double unders 
8 BALL SLAMS 
6 T2B UNBROKEN
Results: 10+15

D MOBILITY 5 MINS TO AID PISTOL:

Results: Done

E 10 min 85%:
12 cal row
8 ALT PISTOLS 
4 burpee over rower
Results: 5+14

F 5 MIN REST WALKING:

Results: Done

G 10 mins 85%:
same as part A score should be the same or very close
Results: 6+28

H 5 min walking cool down:

Results: Done

I strap good mornings superset leg ext:
5 sets of 12-15 of each
rest 1 min
Results: 95lbs x 5 sets of 12 reps

",No comments
"Wednesday, May 22nd, 2019",Completed,Rest day,,
"Tuesday, May 21st, 2019",Completed,Workout,"A EVERY 3 MINS UNTIL YOU DONT MAKE IT!!:
ADD 2 CALS PER MACHINE EACH SET
SET 1
6 CAL SKI AND 6 CAL ROW 
SET 2 
8 OF EACH
SET 3 
10 OF EACH AND SO ON UNTIL THE 3 MINS CATCHES YOU!
Results: Got finished the round of 22 and I was 2 cals away from making it through the round of 24

B 5 SETS OF:
10-12 FLOOR PRESS DB OR BB WE WILL SEE ABOUT WRIST MAY USE MACHINE LETS SEE
7-7-7 1 ARM DB ROW 3 POSTION 
REST 2 MINS WORKING MOBILITY HERE
Results: Floor Db Press: 40/50/60 all 12 reps, 70x10 and 70x11
DB Row: 40x5 sets

C 5 SET OF:
6-8 SCAP RING PULL UPS 
6-8 SCAP DIPS
6-8 SCAP OVERHEAD BB SHRUGS
20 DECLINE ABS! 
HIT MOBILITY 90 SECONDS
Results: Scap Run pu: 6/6/8/8/8
Dips: 8x5 sets
Oh Bb shrug: 65x2, 85x3 all 8 reps
20 decline abs, check

D IRON SCAP:

Results: Blue and yellow bands

",Jud Dean: Solid work man welcome back buddy
"Monday, May 20th, 2019",Completed,LACendur,"A 5 min warm up:
2x 10 sec hard 50 sec easy
1 x 30 sec hard rest 2 mins
1x60 sec at 85% rest 1 min
1x60 sec at 90% rest 2 mins
use these to find the pace watts or speed for training that u can hold
Results: Yup

B Training sets:
60 sec at 95% effort
rest 5 mins walking
x 3 sets
rest 10 mins
do 4 sets of 1 min 95%
rest 5 min walking
do 3 sets of 1 min 95%
rest 5 mins walking
Results: 87 rpm x 2 sets
84rpm (died the last 10 sec)
78/80/79x2 for the set of 4
80/78/79 for the set of 3

Ouch

C 5 min easy ride cool down:

Results: Done

",Jud Dean: as we discussed this is solid work for you and great accumulation and learning
"Sunday, May 19th, 2019",Completed,Rest day,,
"Saturday, May 18th, 2019",Completed,run burpee series,"A 8 sets increasing effort:
400 meter run or 2 min step mill
2 min max burpee
3 min rest cardio choice 
try to get hr back under 100 but still moving 

to increse difficult incrase the slope of the treadmill if on a treadmill for running
Results: Did 4 rounds. Got squeezed out due to other people in the small gym. This ended up hurting pretty bad too. 37/35/34/34 on the burpees

","Todd Roselle: Also did some rear delt work
Jud Dean: Yeah that should have been an aerobic butt kicking"
"Friday, May 17th, 2019",Completed,Rest day,,
"Thursday, May 16th, 2019",Completed,chest day then pool party haha,"A chest series:
incline db press 10 reps
rest 45 sec
machine bench press 10 reps
rest 45 sec
peck deck cable machine 10 reps
rest 2 -3 mins cardio choice
x 7 sets 
all reps work a 3 sec negative
Results: Done
50lb db
110 on machine press
30lb ea side for cable peck deck

B tricep press down machine:
100 reps 
rest as needed
Results: Done - 60lb

","Jud Dean: Get some pics pool side after tjat pump
Todd Roselle: I would have if it wasn’t 60 degrees here today!! Wtf! It was 80 in DE. Lol
Jud Dean: DUDE REALLY!!!! THAT IS LAME!! I GOT BURNED TODAY HOPE IT WAS NICER OUT THERE TODAY!!
Todd Roselle: Way nicer today and that chest soreness always makes you feel better and bigger! Haha"
"Wednesday, May 15th, 2019",Completed,post chain,"A Barbell Back Squats smith machine:
4 sets of 8-12 reps
Results: No machine

B pull ups tempo *use the gravitron machine for tempo control:
4 sets of 8-12 reps
Results: 40lb resistance x 12 for 3 sets
40lb resistance x 10 for 1 sets

C Single Leg Leg Press:
4 sets of 10-14 reps
Results: 100lb x 14 for 4 sets

D Lying Leg Curl:
5 sets of 8-12 reps
Results: 50lb x 12 for 5 sets
It was a seated leg curl like at the gym 
Spicy

E seated cable row:
5 sets of 8-12 reps
Results: Done on the seated row machine
(Testing the grip strength in my hand. Better than it was just yesterday)
50lb x 12 for 1 set
70lb x 12 for 1 set
90lb x 12 for 3 sets

F bbb stiff leg deadlifts smith machine:
3 sets of 8-12 reps
Results: No machine

","Todd Roselle: Leg raises - 12 reps (w 3 sec neg) x 3
Jud Dean: I like those for abs sorry pal I had this pic which had a smith machine in it u. Am adjusf to dB on shoulder or sumo style but prolly not enough wt for you to feel to much with dB only at those lighter loads 

Glad hand did better today pal
Todd Roselle: Ah. I think that smith machine was from a prior trip. Katie sent you a video for what we have access too. All the pictures from me are older. Sorry about that.
Jud Dean: IT WAS A PIC SHE SENT ALL GOOD NO BIGGIE SORRY THOUGH PAL HOW IS THE WRIST DOING ANY BETTER!!!! DONT DO TOO MUCH FIST PUMPING AND GLOW STICK MOVES CANT HAVE IT HURT WORSE!! HAVE A BLAST MAN!! ITS BEEN COLD HERE FINALLY A LITTLE NICER TODAY, IT GOT VIDEO AND MADE A FEW ADJUSTMENTS BUT MOSTLY ENJOY YOUR TIME MAN!!! SOME AEROBIC WORK BUT BE SMART ON THAT WRIST!! LET IT REST"
"Tuesday, May 14th, 2019",Completed,Rest day,,
"Monday, May 13th, 2019",Completed,Rest day,,
"Sunday, May 12th, 2019",Completed,squats and pulls,"A Back Squats:
work up to 2 sets of 2 at 75%
Results: Leg press machine
115x10
160x8
205x8
250x8

B deadilfts sumo stance:
back down to 60% for 8 sets of 3 reps done on the 60 seconds goal is speed and power
Results: Limited weight:
90x10
140x10
160x8

C pull circuit:
3 sets rest 60 seconds bewteen exercises and 2 mins between sets
banded deadlift db RDL 8 reps
bent over row fully bent over 8 reps
underhand lat pull down or strict pull up 8 reps
alligator trx 8 reps
Results: Couldn’t hold the db or bar

D bench good mornings arch back:
3 sets of 10 at approx 10% of back squat
supeset with
8 strict glute ham raises
supeset with
12 single leg glute bridge per leg
Results: Bench good morning - 35lb x 10 
Ghr- couldn’t do
20 single leg flute bridge to make up for ghr

","Todd Roselle: Didn’t do this workout on Sunday because my hand was hurting so bad. I ended up going to the walk in and got an x Ray. Nothing broken however I’m still in a lot of pain. Woke king through this workout today (Tuesday)
Jud Dean: just keep it pain free pal."
"Saturday, May 11th, 2019",Completed,walk hike bike outside play,"A 45 mins to 1 hr:

Results: Done ✅

",Jud Dean: Safe trip buddy have a blast
"Friday, May 10th, 2019",Completed,LACendur,"A 5 min warm up:
2x 10 sec hard 50 sec easy
1 x 30 sec hard rest 2 mins
1x60 sec at 85% rest 1 min
1x60 sec at 90% rest 2 mins
use these to find the pace watts or speed for training that u can hold
Results: Done

B Training sets:
60 sec at 95% effort
rest 5 mins walking
x 3 sets
rest 10 mins
do 4 sets of 1 min 95%
rest 5 min walking
do 3 sets of 1 min 95%
rest 5 mins walking
Results: Terrible. 

First set was 95 rpm for the first 40 seconds then I died. Dropped to 78

Second set was 85 rpm for the first 45 sec, dropped to 75 for the last 15
Third set was 80 rpm, dropped some for the last 10 sec. 

Fourth set and beyond I maintained between 85 and 80 for the full 60 sec

This sucked so bad!

C 5 min easy ride cool down:

Results: Done

","Todd Roselle: Is this on the bike?
Todd Roselle: Just confirming. Pretty sure but just want to be certain
Jud Dean: YES ALL BIKE WORK
Jud Dean: YES THIS IS A GREAT WORKOUT FOR YOU TO LEARN AND EXPECT TO SEE THIS OFTEN BUDDY!!! FIRST TIME ON IT IS WILD TO FEEL AND LEARN BUT GREAT NOTES TO REPEAT!!"
"Thursday, May 9th, 2019",Completed,Rest day,,
"Wednesday, May 8th, 2019",Completed,Workout,"A warm up runs 100 meter build ups:
5 sets rest 1 min
Results: Done

B Run 800 meters:
4 sets rest 3 mins
Results: 3:39
3:36
3:43
3:41

Wow...I just ran... didn’t think about time. Just clicked the watch. Happy w that.

","Todd Roselle: Done row
Jud Dean: PRETTY COOL TO BE THAT FIT HAHAHA WHEN YOU CAN RUN A RELAXELD 7:15 MILE PACE ON REPEAT HAHA"
"Tuesday, May 7th, 2019",Completed,Rest day,,
"Monday, May 6th, 2019",Completed,ONLINE QUALIFIER!!! CONGRATS MAN LETS SHOW THEM HOW MUCH YOU IMPROVED!,"A CROSSFITGAMES:

Results: Monday 8:30a redo!!  Damn right.

",No comments
"Sunday, May 5th, 2019",Completed,ONLINE QUALIFIER!!! CONGRATS MAN LETS SHOW THEM HOW MUCH YOU IMPROVED!,"A CROSSFITGAMES:

Results: Sunday at 3p the 45s

",No comments
"Saturday, May 4th, 2019",Completed,ONLINE QUALIFIER!!! CONGRATS MAN LETS SHOW THEM HOW MUCH YOU IMPROVED!,"A CROSSFITGAMES:

Results: Saturday morning and Saturday evening

",No comments
"Friday, May 3rd, 2019",Completed,ONLINE QUALIFIER!!! CONGRATS MAN LETS SHOW THEM HOW MUCH YOU IMPROVED!,"A CROSSFITGAMES:

Results: Friday morning at 8:30am

",No comments
"Thursday, May 2nd, 2019",Completed,ONLINE QUALIFIER!!! CONGRATS MAN LETS SHOW THEM HOW MUCH YOU IMPROVED!,"A CROSSFITGAMES:

Results: Thursday night at 9:00pm

",No comments
"Wednesday, May 1st, 2019",Completed,Rest day,,
"Tuesday, April 30th, 2019",Completed,4 10 min parts all walking rest between them,"A 10 min 80-85%:
6 no push up burpee box jump
8 CAL BIKE 
10 ALT DB SNATCH 50 LBS
Results: 5+7

B 4 min walk rest:

Results: Done

C 10 min 80-85%:
24 DOUBLE UNDERS 
8 BOX JUMP STEP DOWN 30 INCH
2 RING MUSCLE UPS
Results: 7+5

D Walking rest 4 min:

Results: Done

E 10 min 80-85%:
12 cal row
6 T2B
3 HSPU
Results: 6+3

F 4 min walking rest:

Results: Done

G 10 mins80- 85%:
same as part A score should be the same or very close
Results: 5+3

",No comments
"Monday, April 29th, 2019",Completed,Rest day,,
"Sunday, April 28th, 2019",Completed,Workout,"A bike consistency work:
10 sets of 
2 min bike at 65-68rpm goal
rest 90 seconds
Results: Done. Maintained 65+ each round

B every 3 mins x 5 sets:
10 db deadlfit 32kg per hand
15 meter sled push rise
20 alt jump switch lunges
Results: Done - each round was between 1:20 and 1:30

C rear delt machine:
triple drop
12-15 decrease wt
10-12 decrease wt
8-10
rest 90 seconds 
x 3 set
Results: 70/60/50 for 3 sets

",Jud Dean: Solid man good day it’s game week!!!!
"Saturday, April 27th, 2019",Completed,Rest day,,
"Friday, April 26th, 2019",Completed,vince paul todd carla,"A emom 20:
min 1 5 burpee pull up
min 2 12 db press remaining min free hs hold or walk
min 3 20 second L sit
min 4 40 sec row
Results: Done - for some hs walks 10ft +

B 6-5-4-3-2-1:
in 20lb vest
strict hspu
ctb pull ups
Results: Done - there was some distance (100ft) between the wall and the bar. Jogged from rep 3 down, all ub 

4:11

C in 20 lb vest still:
for time
50 push ups
50 meter farmer carry 32kg
50 doubles
40 of each
30 of each
20 of each
10 of each
5 of each
always 50 meter walk
Results: 13:10, done w 70lb db (not kb)

Push ups - 
50 = 10/10/10/8/6/6
40 = 5’s (should have gone to smaller sets. Too much rest)
30 = 3s to 15 and then quick singles 
20 = 3 and then quick singles
10 = 5/3/2

Just realized I forgot the round of 5... ugh “mastery moment”

","Jud Dean: FAST AND PUMPED ABOUT SHOLDER DOING WALKS AND HSPU

NO PROBLEM ON FORGETINGTAHT
AND SOLID YEAH SUPER SMALL SETS ON PUSH UPS THEY ARE A BEAST SOMEHOW HAHA"
"Thursday, April 25th, 2019",Completed,4 10 min parts all walking rest between them,"A 10 min 85%:
200 run
6 no push up burpee box jump
12 kb swings 32kg
Results: 4+100 meters

B 4 min walk rest:

Results: Done

C 10 min 85%:
15 cal bike
12 wall ball 30lbs
9 ctb pull ups
Results: 4+1 cal - used Schwinn bike in back

D Walking rest 4 min:

Results: Done

E 10 min 85%:
12 cal row
12 (6 per arm) db hang clean and press 50lbs
12 meter sled push
Results: 4+7 cals did 3 45lb plates on the sled

F 4 min walking rest:

Results: Done

G 10 mins 85%:
same as part A score should be the same or very close
Results: 4 + 10 meter run

",Jud Dean: SMOOTH AND EASY PERFECT REPEATABLE
"Wednesday, April 24th, 2019",Completed,Rest day,,
"Tuesday, April 23rd, 2019",Completed,3 SETS OF 80-85% SUSTAINED POWER SO GOAL IS SET 1 LOOKS LIKE SET 2 should look like set 3,"A 3 SETS OF:
1 MIN BIKE FOR CALS
1 MIN WALK
1 MIN AIR SQUATS
1 MIN WALK
1 MIN ROW FOR CALS
1 MIN WALK
1 MIN ALT DB SNATCH 50LBS
1 MIN WALK
1 MIN BOX JUMP STEP DOWN
3 MIN WALK
Results: Bike - 20/20/20
Squats - 51/60/60
Row - 22/22/22
DB Sn - 27/29/28
Box Jumps - 29/29/29

B REST 5 MINS:

Results: Done

C satan shoulder series and glute series:

Results: Done!

",Jud Dean: solid moving day man!!!! and working the little stuff
"Monday, April 22nd, 2019",Completed,Workout,"A Power Snatch:
75% 
6 SETS OF 1 
REST 90 SECONDS
Results: 160 x 6 (working off 215)

B PWR CLEAN AND JERK:
75%
4 SETS OF 1 
REST 90 SECONDS
Results: 190 x 4 (working off 255)

C ON BENCH GOOD MORNINGS ( BACK ACTIVE):
5 SETS OF 10 AT 10% OF BACK SQUAT
REST 1 MIN
Results: Did this with 40lb bar

D Hamstring Curl on Rings:
5 SETS OF 8
REST 1 MIN
Results: Done - def nailed the hamstrings

E BIKE INTERVALS:
1 MIN MAX CALS
4 MIN REST
X 3 SETS
Results: Done 

28 Cal - Watts (avg 592/ max 633)
27 Cal - Watts (avg 572/ max 613)
22 Cal - Watts (avg 467/ max 613)

",Jud Dean: clean looked so good and love your push on the bike only guy i got who can make that much power dude! nasty
"Sunday, April 21st, 2019",Completed,hike walk travel move 60 mins,"A Walk wear 10lb vest!:

Results: Done!

",No comments
"Saturday, April 20th, 2019",Completed,Rest day,,
"Friday, April 19th, 2019",Completed,Workout,"A 10 rds for time:
2 RING MUSCLE UPS 
4 STRICT HSPU
8 PISTOLS
24 double unders
Results: 11:18

B mobility rest stretch:

Results: Done

",No comments
"Thursday, April 18th, 2019",Completed,Workout,"A 5-4-3-2-1 ( 10LB VEST):
ROPE CLIMB 
200 METER RUN
Results: 12:37

B REST 15-20 MINS:

Results: Thank you

C FOR TIME:
25 CTB PULL UPS 
500 ROW
25 T2B
500 ROW
25 CTB 
500 METER ROW
25 T2B
500 METER ROW
Results: 14:13

25 ctb - unbroken
500 row - 1:54
25 t2b - 8/5/5/3/2/1/1
500 row - 2:00
25 10/5/5/3/1/1
500 row - 2:00
25t2b - 3/1/2/singles
500 row - 1:57

D WHEN DONE MOVE INTO RECOVERY BIKE 20 MINS ZONE 1:

Results: Done

",Jud Dean: loooked good man way to go after it
"Wednesday, April 17th, 2019",Completed,Rest day,,
"Tuesday, April 16th, 2019",Completed,repeat 8 may,"A WORK TO A 3 rep MAX FRONT SQUAT:
TAKE 20 MINS
Results: 135x4/185x3/225x3/275x3/295x3/315x3 - I think i have more in the tank here, but i hit the 20 min cap

B 12 MIN AMRAP:
15/12 CAL ROW
6/4 HANG SQUAT CLEANS 135LBS
Results: 6+10 on 5/8/18
8 rounds even today 4/16/19

C CORE FOCUS:
3 SETS NOT FOR TIME
30 GHD SIT UPS FIRST 10 TOUCH THE FLOOR
30 SEC SIDE PLANK ON ONE ARM
30 SEC OTHER SIDE ON ONE ARM
20 ROWER PIKE UPS 
REST IS BIKE EASY 2 MINS RECOVERY PACE
Results: Done

Skipped the last 2 rounds of GHD (my stomach/ab near the hernia ceased up on me)
Rower pike ups on 5/8/18 were all 10/10, today they were 15/5, 16/4, 20 ub

D SHOULDER CIRCUIT:
MONSTER PRESS 5 REPS
ON SIDE EXTERNAL ROTATION 10 PER SIDE
CABLE REAR DELTS 15 REPS
CROSS SYM PULL DOWN 20 REPS
ROW EASY 90 SECONDS FOCUS ON BACK SCAP SQUEEZE
REST 1 MIN 
X 4 SETS
Results: Monster Press - 7.5lbs (was tough)
Ext Rotation - 7.5lb
Cable Rear Delt - 20lb
Pull Dows - Blue

E 3 sets of 15 single leg hamsting curl:
rest 1 min
Results: 50/50/50

","Jud Dean: SMART ON GHD 
TAKE THE OTHER HUGE WINS AND LEAVE IT ALONE!"
"Monday, April 15th, 2019",Completed,Rest day,,
"Sunday, April 14th, 2019",Completed,hike walk travel move 60 mins,"A Walk wear 10lb vest!:

Results: Hiked and Biked!  At the beach.

",Jud Dean: my man love it
"Saturday, April 13th, 2019",Completed,i am at the gym this morning if you want to come but we are not inviting everyone 830-10 am pal,"A Row 2k remaining time amrap hspu 11min cap:

Results: 7:27 on the 2k row, 43 hspu!

15/8/5/5/4/3/3

B 200 meter farmer carry ( 15 mins walk and rest is this time):

Results: Done with green kbs

C 7 min amrap:
9 deadlifts 225lbs
9 CTB
Results: 5 full rounds + 9 deadlifts

D 200 meter farmer carry ( 15 misn walk and rest is this time):

Results: Done with yellow kbs

E Glute Ham Raise supeset with hamsgtring curl machine:
5 sets of 5 glute rasies
15 hamstring curls 
10 glute bridge raises per leg
rest 90 seconds
Results: Got through 4 rounds. 

Hamstring curls - 60/60/70/70

",Jud Dean: SOLID DAY MY MAN!! PUMPED WITHTATH PART A
"Friday, April 12th, 2019",Completed,Rest day,,
